replicant,outcome,duration,anomaly_count,anomaly_time,anomaly_vehicle,anomaly_activity
0,True,34.69573337508319,2,6.0,Tanker,Ascent
0,True,34.69573337508319,3,25.055953268650907,Tanker,Countdown
0,True,34.69573337508319,4,26.66396036801187,Tanker,Countdown
2,True,20.015446940437233,0,,,
5,True,20.015446940437233,0,,,
4,True,29.18186405554965,2,0.0,MTV,Countdown
4,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
3,True,24.588264378313106,2,0.0,MTV,Countdown
7,True,20.015446940437233,0,,,
1,True,23.18186405554965,2,6.0,Tanker,Countdown
1,True,23.18186405554965,3,7.572103835615637,Tanker,Countdown
9,True,20.015446940437233,0,,,
6,True,23.18186405554965,2,6.0,Tanker,Countdown
6,True,23.18186405554965,3,14.072103835615637,Tanker,Countdown
11,True,20.015446940437233,0,,,
8,True,26.18186405554965,2,0.0,MTV,Countdown
8,True,26.18186405554965,3,17.072103835615636,Tanker,Countdown
13,True,20.015446940437233,0,,,
12,True,20.015446940437233,0,,,
14,True,20.015446940437233,0,,,
10,True,26.18186405554965,2,0.0,MTV,Countdown
10,True,26.18186405554965,3,17.072103835615636,Tanker,Countdown
15,True,24.588264378313106,2,0.0,MTV,Countdown
18,True,20.015446940437233,0,,,
17,True,26.711883942047915,2,0.0,MTV,Countdown
17,True,26.711883942047915,3,10.572103835615637,Tanker,Countdown
17,True,26.711883942047915,4,12.1801109349766,Tanker,Countdown
20,True,21.588264378313106,2,12.5,Tanker,Countdown
21,True,21.588264378313106,2,12.5,Tanker,Countdown
16,True,20.015446940437233,0,,,
23,True,20.015446940437233,0,,,
25,True,20.015446940437233,0,,,
19,True,20.015446940437233,0,,,
22,True,20.015446940437233,0,,,
30,False,12.1801109349766,2,0.0,MTV,Countdown
30,False,12.1801109349766,3,4.572103835615637,MTV,Countdown
30,False,12.1801109349766,4,12.1801109349766,MTV,Ascent
26,True,20.015446940437233,0,,,
24,True,21.588264378313106,2,6.0,Tanker,Countdown
29,True,20.015446940437233,0,,,
33,True,20.015446940437233,0,,,
28,True,21.588264378313106,2,6.0,Tanker,Countdown
31,True,20.015446940437233,0,,,
34,True,24.588264378313106,2,0.0,MTV,Countdown
35,True,21.588264378313106,2,12.5,Tanker,Countdown
27,True,26.711883942047915,2,0.0,MTV,Countdown
27,True,26.711883942047915,3,10.572103835615637,Tanker,Countdown
27,True,26.711883942047915,4,12.1801109349766,Tanker,Countdown
32,True,20.015446940437233,0,,,
37,True,20.015446940437233,0,,,
36,True,20.015446940437233,0,,,
39,True,20.015446940437233,0,,,
41,True,20.015446940437233,0,,,
42,True,21.588264378313106,2,6.0,Tanker,Countdown
40,True,21.588264378313106,2,12.5,Tanker,Countdown
45,True,21.588264378313106,2,12.5,Tanker,Countdown
38,True,34.17435433588758,2,12.5,Tanker,Countdown
38,True,34.17435433588758,3,14.072103835615637,Tanker,Ascent
47,True,24.588264378313106,2,0.0,MTV,Countdown
46,True,21.588264378313106,2,6.0,Tanker,Countdown
49,True,20.015446940437233,0,,,
48,True,21.588264378313106,2,12.5,Tanker,Countdown
52,True,20.015446940437233,0,,,
44,True,23.711883942047915,2,6.0,Tanker,Countdown
44,True,23.711883942047915,3,7.572103835615637,Tanker,Countdown
44,True,23.711883942047915,4,9.1801109349766,Tanker,Countdown
54,True,20.015446940437233,0,,,
43,True,21.588264378313106,2,6.0,Tanker,Countdown
50,True,24.588264378313106,2,0.0,MTV,Countdown
53,True,20.015446940437233,0,,,
51,True,20.015446940437233,0,,,
55,True,21.588264378313106,2,12.5,Tanker,Countdown
62,True,20.015446940437233,0,,,
57,True,26.711883942047915,2,0.0,MTV,Countdown
57,True,26.711883942047915,3,17.072103835615636,Tanker,Countdown
57,True,26.711883942047915,4,18.6801109349766,Tanker,Countdown
59,True,23.18186405554965,2,12.5,Tanker,Countdown
59,True,23.18186405554965,3,14.072103835615637,Tanker,Countdown
56,True,21.588264378313106,2,6.0,Tanker,Countdown
61,True,30.393158855783046,2,0.0,MTV,Countdown
61,True,30.393158855783046,3,4.572103835615637,MTV,Countdown
61,True,30.393158855783046,4,15.1801109349766,Tanker,Countdown
61,True,30.393158855783046,5,15.709732773355727,Tanker,Countdown
64,True,20.015446940437233,0,,,
58,True,20.015446940437233,0,,,
65,False,20.015446940437233,2,20.015446940437233,MTV,Begin Mars Transit
63,True,26.711883942047915,2,0.0,MTV,Countdown
63,True,26.711883942047915,3,10.572103835615637,Tanker,Countdown
63,True,26.711883942047915,4,12.1801109349766,Tanker,Countdown
60,True,21.588264378313106,2,6.0,Tanker,Countdown
68,True,20.015446940437233,0,,,
71,True,20.015446940437233,0,,,
69,True,20.015446940437233,0,,,
70,True,20.015446940437233,0,,,
72,True,21.588264378313106,2,12.5,Tanker,Countdown
75,True,20.015446940437233,0,,,
74,True,20.015446940437233,0,,,
67,True,27.393158855783046,2,0.0,MTV,Countdown
67,True,27.393158855783046,3,10.572103835615637,Tanker,Countdown
67,True,27.393158855783046,4,12.1801109349766,Tanker,Countdown
67,True,27.393158855783046,5,19.209732773355725,Tanker,Countdown
73,True,21.588264378313106,2,12.5,Tanker,Countdown
66,True,28.297030819159442,2,6.0,Tanker,Countdown
66,True,28.297030819159442,3,7.572103835615637,Tanker,Countdown
66,True,28.297030819159442,4,15.6801109349766,Tanker,Countdown
66,True,28.297030819159442,5,16.209732773355725,Tanker,Countdown
66,True,28.297030819159442,6,16.79640729193541,Tanker,Countdown
77,True,29.18186405554965,2,0.0,MTV,Countdown
77,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
78,True,26.18186405554965,2,0.0,MTV,Countdown
78,True,26.18186405554965,3,10.572103835615637,Tanker,Countdown
79,True,20.015446940437233,0,,,
80,True,21.588264378313106,2,6.0,Tanker,Countdown
76,True,23.711883942047915,2,6.0,Tanker,Countdown
76,True,23.711883942047915,3,7.572103835615637,Tanker,Countdown
76,True,23.711883942047915,4,15.6801109349766,Tanker,Countdown
83,True,20.015446940437233,0,,,
82,True,24.588264378313106,2,0.0,MTV,Countdown
81,True,30.393158855783046,2,0.0,MTV,Countdown
81,True,30.393158855783046,3,4.572103835615637,MTV,Countdown
81,True,30.393158855783046,4,21.6801109349766,Tanker,Countdown
81,True,30.393158855783046,5,22.209732773355725,Tanker,Countdown
85,True,20.015446940437233,0,,,
86,True,24.588264378313106,2,0.0,MTV,Countdown
87,True,20.015446940437233,0,,,
84,True,34.16571348858492,2,6.0,Tanker,Ascent
84,True,34.16571348858492,3,18.555953268650907,Tanker,Countdown
88,True,24.588264378313106,2,0.0,MTV,Countdown
89,True,20.015446940437233,0,,,
91,True,20.015446940437233,0,,,
90,True,21.588264378313106,2,6.0,Tanker,Countdown
93,True,20.015446940437233,0,,,
92,True,21.588264378313106,2,6.0,Tanker,Countdown
94,True,20.015446940437233,0,,,
96,True,20.015446940437233,0,,,
98,True,20.015446940437233,0,,,
99,True,24.588264378313106,2,0.0,MTV,Countdown
95,True,29.711883942047915,2,0.0,MTV,Countdown
95,True,29.711883942047915,3,4.572103835615637,MTV,Countdown
95,True,29.711883942047915,4,15.1801109349766,Tanker,Countdown
97,True,26.18186405554965,2,0.0,MTV,Countdown
97,True,26.18186405554965,3,17.072103835615636,Tanker,Countdown
100,True,24.588264378313106,2,0.0,MTV,Countdown
101,True,20.015446940437233,0,,,
103,True,20.015446940437233,0,,,
104,True,20.015446940437233,0,,,
102,True,21.588264378313106,2,12.5,Tanker,Countdown
105,True,21.588264378313106,2,12.5,Tanker,Countdown
106,True,21.588264378313106,2,12.5,Tanker,Countdown
108,True,21.588264378313106,2,6.0,Tanker,Countdown
111,False,33.1564506483498,2,7.0,Tanker,Orbit Insertion
111,False,33.1564506483498,3,20.555953268650907,Tanker,Ascent
109,True,21.588264378313106,2,12.5,Tanker,Countdown
107,True,29.711883942047915,2,0.0,MTV,Countdown
107,True,29.711883942047915,3,4.572103835615637,MTV,Countdown
107,True,29.711883942047915,4,21.6801109349766,Tanker,Countdown
113,True,20.015446940437233,0,,,
110,True,21.588264378313106,2,6.0,Tanker,Countdown
114,True,20.015446940437233,0,,,
112,True,23.18186405554965,2,6.0,Tanker,Countdown
112,True,23.18186405554965,3,7.572103835615637,Tanker,Countdown
115,True,20.015446940437233,0,,,
116,True,24.588264378313106,2,0.0,MTV,Countdown
117,True,20.015446940437233,0,,,
118,True,24.588264378313106,2,0.0,MTV,Countdown
120,True,20.015446940437233,0,,,
119,True,21.588264378313106,2,12.5,Tanker,Countdown
121,True,24.588264378313106,2,0.0,MTV,Countdown
123,True,20.015446940437233,0,,,
122,True,23.18186405554965,2,6.0,Tanker,Countdown
122,True,23.18186405554965,3,14.072103835615637,Tanker,Countdown
125,True,20.015446940437233,0,,,
124,True,29.18186405554965,2,0.0,MTV,Countdown
124,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
126,True,21.588264378313106,2,6.0,Tanker,Countdown
128,True,20.015446940437233,0,,,
130,True,20.015446940437233,0,,,
127,True,26.18186405554965,2,0.0,MTV,Countdown
127,True,26.18186405554965,3,10.572103835615637,Tanker,Countdown
131,True,20.015446940437233,0,,,
132,True,29.18186405554965,2,0.0,MTV,Countdown
132,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
129,True,36.70437422238585,2,6.0,Tanker,Countdown
129,True,36.70437422238585,3,8.572103835615637,Tanker,Orbit Insertion
129,True,36.70437422238585,4,22.17260121531453,Tanker,Countdown
135,True,20.015446940437233,0,,,
133,True,21.588264378313106,2,6.0,Tanker,Countdown
134,True,26.18186405554965,2,0.0,MTV,Countdown
134,True,26.18186405554965,3,10.572103835615637,Tanker,Countdown
136,True,20.015446940437233,0,,,
138,True,20.015446940437233,0,,,
137,True,21.588264378313106,2,6.0,Tanker,Countdown
139,True,21.588264378313106,2,6.0,Tanker,Countdown
141,True,20.015446940437233,0,,,
142,True,24.588264378313106,2,0.0,MTV,Countdown
140,True,33.39315885578304,2,0.0,MTV,Countdown
140,True,33.39315885578304,3,4.572103835615637,MTV,Countdown
140,True,33.39315885578304,4,9.1801109349766,MTV,Countdown
140,True,33.39315885578304,5,25.209732773355725,Tanker,Countdown
144,True,24.588264378313106,2,0.0,MTV,Countdown
143,True,29.18186405554965,2,0.0,MTV,Countdown
143,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
146,True,20.015446940437233,0,,,
147,True,20.015446940437233,0,,,
148,True,21.588264378313106,2,6.0,Tanker,Countdown
149,True,20.015446940437233,0,,,
145,True,23.711883942047915,2,6.0,Tanker,Countdown
145,True,23.711883942047915,3,14.072103835615637,Tanker,Countdown
145,True,23.711883942047915,4,15.6801109349766,Tanker,Countdown
150,True,20.015446940437233,0,,,
153,True,20.015446940437233,0,,,
152,True,21.588264378313106,2,6.0,Tanker,Countdown
151,True,26.18186405554965,2,0.0,MTV,Countdown
151,True,26.18186405554965,3,10.572103835615637,Tanker,Countdown
154,True,21.588264378313106,2,6.0,Tanker,Countdown
156,True,29.18186405554965,2,0.0,MTV,Countdown
156,True,29.18186405554965,3,4.572103835615637,MTV,Countdown
