replicant,outcome,duration,anomaly_count,anomaly_time,anomaly_vehicle,anomaly_activity
0,True,108.2993615985202,2,0.0,MTV,Countdown
0,True,108.2993615985202,3,34.447434451053795,Tanker,Ascent
0,True,108.2993615985202,4,57.73624188110855,Tanker,Countdown
1,True,86.26261832977863,2,38.5,Tanker,Countdown
1,True,86.26261832977863,3,63.947434451053795,Tanker,Countdown
3,True,86.26261832977863,2,32.0,Tanker,Countdown
3,True,86.26261832977863,3,50.947434451053795,Tanker,Countdown
2,True,92.71603386628853,2,19.0,Tanker,Countdown
2,True,92.71603386628853,3,24.947434451053795,Tanker,Countdown
2,True,92.71603386628853,4,46.16024451015352,Tanker,Countdown
2,True,92.71603386628853,5,63.207442447000595,Tanker,Countdown
5,True,93.22336422756518,2,0.0,MTV,Countdown
5,True,93.22336422756518,3,34.447434451053795,Tanker,Countdown
5,True,93.22336422756518,4,49.16024451015352,Tanker,Countdown
7,True,86.26261832977863,2,45.0,Tanker,Countdown
7,True,86.26261832977863,3,63.947434451053795,Tanker,Countdown
8,True,95.71603386628854,2,0.0,MTV,Countdown
8,True,95.71603386628854,3,21.447434451053795,Tanker,Countdown
8,True,95.71603386628854,4,55.66024451015352,Tanker,Countdown
8,True,95.71603386628854,5,72.7074424470006,Tanker,Countdown
9,False,142.72267187173264,2,0.0,MTV,Countdown
9,False,142.72267187173264,3,14.947434451053795,Tanker,Countdown
9,False,142.72267187173264,4,49.16024451015352,Tanker,Countdown
9,False,142.72267187173264,5,53.207442447000595,Tanker,Countdown
9,False,142.72267187173264,6,61.30352668360399,Tanker,Countdown
9,False,142.72267187173264,7,86.38662021256114,Tanker,Ascent
9,False,142.72267187173264,8,109.00298120234174,Tanker,Ascent
9,False,142.72267187173264,9,131.88309063421167,Tanker,Countdown
9,False,142.72267187173264,10,142.72267187173264,Tanker,RPOD
6,True,119.73217560417712,2,19.0,Tanker,Countdown
6,True,119.73217560417712,3,37.947434451053795,Tanker,Countdown
6,True,119.73217560417712,4,59.16024451015352,Tanker,Countdown
6,True,119.73217560417712,5,63.207442447000595,Tanker,Countdown
6,True,119.73217560417712,6,71.30352668360399,Tanker,Countdown
6,True,119.73217560417712,7,89.88662021256114,Tanker,Countdown
6,True,119.73217560417712,8,104.23789301278869,Tanker,Countdown
4,True,139.63693451584882,2,0.0,MTV,Countdown
4,True,139.63693451584882,3,21.447434451053795,Tanker,Countdown
4,True,139.63693451584882,4,36.16024451015352,Tanker,Countdown
4,True,139.63693451584882,5,46.707442447000595,Tanker,Countdown
4,True,139.63693451584882,6,54.80352668360399,Tanker,Countdown
4,True,139.63693451584882,7,66.88662021256114,Tanker,Countdown
4,True,139.63693451584882,8,81.23789301278869,Tanker,Countdown
4,True,139.63693451584882,9,89.23145488282164,Tanker,Countdown
4,True,139.63693451584882,10,96.07103612034261,Tanker,Countdown
4,True,139.63693451584882,11,109.9090963184942,Tanker,Countdown
4,True,139.63693451584882,12,112.74611597325938,Tanker,Ascent
11,True,92.71603386628853,2,12.5,Tanker,Countdown
11,True,92.71603386628853,3,44.447434451053795,Tanker,Countdown
11,True,92.71603386628853,4,65.66024451015352,Tanker,Countdown
11,True,92.71603386628853,5,76.20744244700059,Tanker,Countdown
10,True,92.71603386628854,2,32.0,Tanker,Countdown
10,True,92.71603386628854,3,50.947434451053795,Tanker,Countdown
10,True,92.71603386628854,4,59.16024451015352,Tanker,Countdown
10,True,92.71603386628854,5,76.2074424470006,Tanker,Countdown
13,True,90.22336422756518,2,6.0,Tanker,Countdown
13,True,90.22336422756518,3,11.947434451053795,Tanker,Countdown
13,True,90.22336422756518,4,20.160244510153518,Tanker,Countdown
14,True,93.22336422756518,2,0.0,MTV,Countdown
14,True,93.22336422756518,3,27.947434451053795,Tanker,Countdown
14,True,93.22336422756518,4,49.16024451015352,Tanker,Countdown
12,True,130.96628444562734,2,12.5,Tanker,Countdown
12,True,130.96628444562734,3,24.947434451053795,Tanker,Countdown
12,True,130.96628444562734,4,39.66024451015352,Tanker,Countdown
12,True,130.96628444562734,5,56.707442447000595,Tanker,Countdown
12,True,130.96628444562734,6,71.30352668360399,Tanker,Ascent
12,True,130.96628444562734,7,108.71565519933702,Tanker,Countdown
15,True,92.71603386628854,2,19.0,Tanker,Countdown
15,True,92.71603386628854,3,24.947434451053795,Tanker,Countdown
15,True,92.71603386628854,4,59.16024451015352,Tanker,Countdown
15,True,92.71603386628854,5,69.7074424470006,Tanker,Countdown
20,False,65.73409973900054,2,0.0,MTV,Countdown
20,False,65.73409973900054,3,8.947434451053795,MTV,Countdown
20,False,65.73409973900054,4,32.66024451015352,Tanker,Ascent
20,False,65.73409973900054,5,65.73409973900054,Tanker,RPOD
16,True,119.34788311216361,2,19.0,Tanker,Countdown
16,True,119.34788311216361,3,57.447434451053795,Tanker,Ascent
16,True,119.34788311216361,4,80.73624188110854,Tanker,Countdown
16,True,119.34788311216361,5,84.78343981795561,Tanker,Countdown
16,True,119.34788311216361,6,86.37952405455901,Tanker,Countdown
17,True,92.71603386628854,2,6.0,Tanker,Countdown
17,True,92.71603386628854,3,31.447434451053795,Tanker,Countdown
17,True,92.71603386628854,4,39.66024451015352,Tanker,Countdown
17,True,92.71603386628854,5,82.7074424470006,Tanker,Countdown
18,True,107.27188574120859,2,0.0,MTV,Countdown
18,True,107.27188574120859,3,27.947434451053795,Tanker,Countdown
18,True,107.27188574120859,4,42.66024451015352,Tanker,Countdown
